airport,countryCode,lat,lng,month_of_purchase,year_of_purchase,months_in_advance,month_of_flight,year_of_flight,airline,dist,duration,price,sale
KLT,DE,49.433333000000005,7.75,1,2019,2,3,2019,RyanAir,1299.6,144.0,87.27,False
TOS,NO,69.679835,18.907343,3,2019,5,8,2019,EasyJet,238.47,38.0,30.54,False
BVE,FR,45.166667,1.533333,9,2019,6,3,2020,EasyJet,413.8,56.0,29.87,False
BYT,IE,51.683333000000005,-9.45,4,2019,4,8,2019,RyanAir,511.13,66.0,46.8,False
PME,GB,50.8,-1.083333,1,2019,3,4,2019,RyanAir,639.85,78.0,44.91,False
CRV,IT,38.996305,17.080778,9,2019,6,3,2020,EuroWings,510.38,66.0,35.2,False
SEN,GB,51.57265,0.698248,11,2019,4,3,2020,EasyJet,275.39,42.0,25.2,False
VRL,PT,41.275892,-7.719278,5,2019,1,6,2019,EasyJet,1182.33,133.0,110.03,False
OFJ,IS,65.583333,-19.833333,9,2019,1,10,2019,RyanAir,932.81,108.0,68.73,False
IGS,DE,48.722246999999996,11.537142999999999,10,2019,1,11,2019,RyanAir,1579.5,172.0,186.07,False
FAE,FO,62.066667,-7.266667,6,2019,2,8,2019,RyanAir,1261.1,141.0,111.09,False
INQ,IE,53.033333,-9.433333,4,2019,4,8,2019,EasyJet,365.84,51.0,36.16,False
CET,FR,47.066666999999995,-0.866667,10,2019,1,11,2019,EasyJet,1149.05,129.0,139.55,False
OBS,FR,44.666667,4.7,2,2019,1,3,2019,RyanAir,746.95,89.0,56.64,False
VEJ,DK,55.7,9.533333,1,2019,1,2,2019,RyanAir,1935.23,208.0,132.36,False
BVE,FR,45.166667,1.533333,3,2019,5,8,2019,RyanAir,413.8,56.0,37.5,False
AXD,GR,40.856784000000005,25.944893,4,2019,1,5,2019,EuroWings,1350.07,150.0,95.45,False
OHR,DE,54.685832999999995,8.529167,11,2019,1,12,2019,EasyJet,1481.73,163.0,176.34,False
NWI,GB,52.669534,1.2767819999999999,5,2019,7,12,2019,EuroWings,801.32,95.0,73.41,False
LEJ,DE,51.420262,12.221202,6,2019,1,7,2019,EasyJet,236.09,38.0,31.44,False
ACE,ES,28.950668,-13.609059,1,2019,5,6,2019,EasyJet,1439.35,158.0,105.81,False
EIB,DE,50.991608,10.47976,10,2019,1,11,2019,RyanAir,860.76,101.0,109.26,False
OHD,MK,41.180231,20.743216,8,2019,1,9,2019,EasyJet,1137.1,128.0,81.45,False
FAG,IS,63.88333299999999,-16.65,6,2019,6,12,2019,EuroWings,612.3,76.0,62.64,False
KRP,DK,56.3,9.116667,3,2019,1,4,2019,EuroWings,1495.5,164.0,104.36,False
BRF,GB,53.868531999999995,-1.6586330000000002,10,2019,7,5,2020,RyanAir,1117.57,126.0,63.0,False
MWW,BE,50.733333,3.2,7,2019,4,11,2019,RyanAir,1113.79,126.0,116.84,False
SRP,NO,59.833332999999996,5.4166669999999995,3,2019,1,4,2019,EasyJet,1253.91,140.0,106.91,False
PNL,IT,36.813611,11.966111,10,2019,1,11,2019,EasyJet,1232.39,138.0,149.29,False
SZR,BG,42.433333000000005,25.616667,8,2019,1,9,2019,EuroWings,1571.65,172.0,109.45,False
UDN,IT,46.033333,13.183333,9,2019,4,1,2020,EasyJet,707.81,85.0,51.0,False
VLL,ES,41.70581,-4.844626,4,2019,1,5,2019,RyanAir,1536.05,168.0,106.91,False
MOL,NO,62.745714,7.261039,8,2019,5,1,2020,RyanAir,754.74,90.0,61.2,False
GWT,DE,54.915278,8.343055999999999,5,2019,1,6,2019,EasyJet,1573.51,172.0,142.29,False
XRY,ES,36.750614,-6.064535,6,2019,6,12,2019,RyanAir,1188.68,133.0,109.62,False
KRS,NO,58.202549,8.073732000000001,11,2019,9,8,2020,RyanAir,419.89,56.0,37.86,False
MHZ,GB,52.361902,0.486411,6,2019,7,1,2020,RyanAir,744.47,89.0,44.5,False
LCC,IT,40.242778,18.133333,1,2019,4,5,2019,RyanAir,902.33,105.0,57.27,False
JEV,FR,48.616667,2.416667,7,2019,2,9,2019,EuroWings,1554.92,170.0,103.03,False
PLQ,LT,55.95,21.083333,3,2019,6,9,2019,RyanAir,1457.66,160.0,77.58,False
ALL,IT,44.05,8.216667,1,2019,5,6,2019,RyanAir,1016.91,116.0,77.68,False
RRA,ES,36.75,-5.1666669999999995,3,2019,4,7,2019,EasyJet,1277.61,142.0,100.69,False
UTI,FI,60.9,26.933333,10,2019,4,2,2020,EasyJet,1534.55,168.0,100.8,False
VIT,ES,42.833333,-2.5,9,2019,1,10,2019,EuroWings,1804.73,195.0,124.09,False
ERF,DE,50.974914,10.961163,12,2019,3,3,2020,RyanAir,741.55,89.0,56.37,False
GFR,FR,48.883333,-1.566667,3,2019,3,6,2019,EasyJet,1597.52,174.0,130.24,False
SXD,FR,43.616667,7.05,5,2019,1,6,2019,RyanAir,869.43,101.0,83.55,False
OHP,GB,56.416667000000004,-5.483333,5,2019,2,7,2019,EuroWings,736.05,88.0,69.33,False
SEJ,ES,40.97167,-5.648333,7,2019,3,10,2019,EuroWings,1458.49,160.0,92.12,False
CFN,IE,55.041667000000004,-8.340278,7,2019,2,9,2019,EasyJet,1610.85,176.0,80.0,True
KHJ,FI,62.46305600000001,22.394722,9,2019,3,12,2019,RyanAir,1642.05,179.0,175.2,False
CBG,GB,52.208044,0.177738,1,2019,1,2,2019,EuroWings,652.99,80.0,50.91,False
SPJ,GR,36.983333,22.533333,3,2019,7,10,2019,EasyJet,1815.94,196.0,89.09,False
ALC,ES,38.287098,-0.557381,1,2019,4,5,2019,EuroWings,413.48,56.0,30.55,False
SKP,MK,41.960559,21.625757,6,2019,5,11,2019,EasyJet,1331.02,148.0,129.61,False
VAR,BG,43.237258000000004,27.829096000000003,1,2019,2,3,2019,EasyJet,1695.13,184.0,111.52,False
BRV,DE,53.503156000000004,8.572528,9,2019,3,12,2019,EuroWings,868.03,101.0,98.86,False
AES,NO,62.55964399999999,6.116605,12,2019,3,3,2020,RyanAir,789.01,93.0,70.68,False
SOJ,NO,69.783333,20.933332999999998,2,2019,1,3,2019,EasyJet,766.39,91.0,69.49,False
NRD,DE,53.833332999999996,7.1666669999999995,11,2019,4,3,2020,RyanAir,1559.15,170.0,102.0,False
LPA,ES,27.932398,-15.384626,6,2019,8,2,2020,EasyJet,369.31,51.0,23.8,False
RLG,DE,53.92,12.266667,3,2019,1,4,2019,EasyJet,1643.52,179.0,113.91,False
RFN,IS,66.416667,-15.016667000000002,5,2019,4,9,2019,EasyJet,903.63,105.0,57.27,False
MVQ,BY,53.957457,30.096425,9,2019,3,12,2019,RyanAir,1280.59,143.0,139.97,False
HTF,GB,51.765,-0.248333,8,2019,1,9,2019,RyanAir,376.61,52.0,33.09,False
BNN,NO,65.459439,12.209954,11,2019,1,12,2019,EasyJet,1032.66,118.0,153.19,False
ORM,GB,52.233333,-0.9,12,2019,1,1,2020,EuroWings,564.68,71.0,49.7,False
HAW,GB,51.8,-4.966667,9,2019,3,12,2019,EuroWings,406.02,55.0,53.83,False
VAZ,FR,45.45,6.983333,1,2019,3,4,2019,EasyJet,358.82,50.0,28.79,False
LAI,FR,48.754166999999995,-3.4819440000000004,11,2019,1,12,2019,EasyJet,1616.52,176.0,190.4,False
UPV,GB,51.3,-1.8166669999999998,1,2019,4,5,2019,EasyJet,637.63,78.0,42.55,False
PAS,GR,37.066666999999995,25.1,7,2019,2,9,2019,RyanAir,998.19,114.0,69.09,False
PGF,FR,42.741018,2.868183,1,2019,2,3,2019,RyanAir,1750.46,190.0,115.15,False
BLY,IE,54.233332999999995,-10.0,7,2019,1,8,2019,EuroWings,1194.17,134.0,110.85,False
ETZ,FR,48.981653,6.243003,2,2019,1,3,2019,EasyJet,1407.31,155.0,98.64,False
JKH,GR,38.345795,26.142335,10,2019,3,1,2020,RyanAir,383.59,53.0,33.57,False
RHA,IS,65.166667,-21.416667,7,2019,8,3,2020,RyanAir,157.82,30.0,14.0,False
SWK,IT,45.822224,10.295,1,2019,1,2,2019,RyanAir,294.3,44.0,28.0,False
BJZ,ES,38.893312,-6.819564,6,2019,5,11,2019,EuroWings,288.71,43.0,37.66,False
HOR,PT,38.52,-28.717221999999996,10,2019,2,12,2019,EuroWings,834.9,98.0,100.97,False
VOL,GR,39.220290999999996,22.792661,7,2019,5,12,2019,RyanAir,443.28,59.0,51.67,False
SJY,FI,62.692567000000004,22.826712,5,2019,2,7,2019,EasyJet,1415.49,156.0,122.91,False
EUM,DE,54.066667,9.966667,1,2019,1,2,2019,EuroWings,1019.19,116.0,73.82,False
RLG,DE,53.92,12.266667,8,2019,1,9,2019,EuroWings,1643.52,179.0,113.91,False
LDY,GB,55.040986,-7.156924000000001,1,2019,5,6,2019,EuroWings,1565.83,171.0,114.52,False
JSS,GR,37.25,23.166667,7,2019,3,10,2019,RyanAir,1465.24,161.0,92.7,False
VSE,PT,40.722683,-7.889235,9,2019,2,11,2019,EuroWings,837.85,98.0,100.97,False
VCE,IT,45.502285,12.337947,6,2019,5,11,2019,EuroWings,387.61,53.0,46.42,False
RVN,FI,66.55904699999999,25.829609,5,2019,2,7,2019,EasyJet,1702.31,185.0,145.76,False
EIN,NL,51.457953,5.391795,2,2019,4,6,2019,EasyJet,371.28,52.0,36.87,False
RLG,DE,53.92,12.266667,1,2019,2,3,2019,EasyJet,1643.52,179.0,108.48,False
JPU,FR,48.866667,2.333333,11,2019,1,12,2019,EuroWings,1630.14,178.0,192.56,False
VNO,LT,54.643079,25.279605,5,2019,5,10,2019,EuroWings,1796.96,194.0,99.94,False
MHP,BY,53.864473,27.539686,5,2019,6,11,2019,EuroWings,1026.7,117.0,96.44,False
VAC,DE,52.916667000000004,8.05,12,2019,3,3,2020,EasyJet,769.79,91.0,57.63,False
OST,BE,51.199721999999994,2.863611,2,2019,3,5,2019,RyanAir,791.22,94.0,54.12,False
OPO,PT,41.237774,-8.670272,9,2019,4,1,2020,RyanAir,886.18,103.0,61.8,False
WIC,GB,58.45694399999999,-3.086667,9,2019,2,11,2019,EasyJet,207.73,35.0,36.06,False
GRS,IT,42.761944,11.070556,3,2019,1,4,2019,EuroWings,1569.03,171.0,81.61,True
ESS,DE,51.403889,6.941667,7,2019,8,3,2020,EuroWings,196.49,34.0,15.87,False
BIA,FR,42.547616,9.480124,2,2019,2,4,2019,EasyJet,1670.2,182.0,110.3,False
SPM,DE,49.973876000000004,6.694407000000001,9,2019,3,12,2019,EuroWings,776.5,92.0,90.05,False
PRV,CZ,49.590278000000005,17.208333,11,2019,1,12,2019,EasyJet,1441.23,159.0,172.01,False
PMI,ES,39.547654,2.730388,6,2019,4,10,2019,RyanAir,291.85,44.0,24.0,False
SJZ,PT,38.664615999999995,-28.168429999999997,9,2019,8,5,2020,RyanAir,800.17,95.0,44.33,False
SOZ,FR,41.883333,9.383333,4,2019,4,8,2019,EuroWings,1256.49,140.0,99.27,False
LAI,FR,48.754166999999995,-3.4819440000000004,7,2019,6,1,2020,EuroWings,1616.52,176.0,61.01,True
FMM,DE,47.988611,10.239444,4,2019,3,7,2019,EuroWings,1178.04,132.0,74.1,True
OBL,BE,51.266667,4.75,8,2019,1,9,2019,RyanAir,586.6,73.0,46.45,False
SOJ,NO,69.783333,20.933332999999998,8,2019,1,9,2019,RyanAir,766.39,91.0,69.49,False
DND,GB,56.454091000000005,-3.0145310000000003,3,2019,4,7,2019,EuroWings,1474.51,162.0,57.44,True
BDU,NO,69.056111,18.54,10,2019,8,6,2020,RyanAir,686.6,83.0,60.42,False
WAT,IE,52.188932,-7.081527,1,2019,4,5,2019,EasyJet,560.76,71.0,38.73,False
GMZ,ES,28.016666999999998,-17.2,5,2019,2,7,2019,RyanAir,928.88,107.0,84.3,False
MCM,MC,43.725833,7.419722,6,2019,2,8,2019,RyanAir,897.03,104.0,81.94,False
SYK,IS,65.1,-22.8,9,2019,3,12,2019,EuroWings,403.61,55.0,53.83,False
FOG,IT,41.433991,15.544367000000001,1,2019,8,9,2019,EasyJet,987.18,113.0,47.94,False
NOD,DE,53.583332999999996,7.2,3,2019,4,7,2019,EasyJet,1413.0,156.0,110.62,False
HEL,FI,60.317953,24.966449,10,2019,2,12,2019,EasyJet,1744.71,189.0,194.73,False
PRM,PT,37.147727,-8.581365,7,2019,3,10,2019,RyanAir,1636.11,178.0,102.48,False
GSY,GB,53.583332999999996,-0.083333,6,2019,2,8,2019,EuroWings,1502.2,165.0,130.0,False
NRN,DE,51.599286,6.150168,10,2019,2,12,2019,RyanAir,279.83,42.0,43.27,False
MME,GB,54.512226,-1.434013,1,2019,4,5,2019,RyanAir,1480.16,163.0,88.91,False
LHR,GB,51.469603,-0.45356599999999997,12,2019,2,2,2020,RyanAir,272.55,42.0,28.0,False
CAT,PT,38.725556,-9.355278,1,2019,5,6,2019,RyanAir,760.35,91.0,60.94,False
MSE,GB,51.346396,1.357335,6,2019,2,8,2019,EasyJet,383.98,53.0,41.76,False
ANE,FR,47.560351000000004,-0.312245,12,2019,1,1,2020,RyanAir,1599.06,174.0,121.8,False
RFN,IS,66.416667,-15.016667000000002,2,2019,1,3,2019,EasyJet,903.63,105.0,66.82,False
SEN,GB,51.57265,0.698248,12,2019,1,1,2020,EuroWings,275.39,42.0,29.4,False
UTL,ES,36.622574,-4.4989930000000005,2,2019,1,3,2019,RyanAir,1489.03,163.0,103.73,False
GUT,DE,51.9,8.383333,9,2019,1,10,2019,RyanAir,406.07,55.0,35.0,False
AOC,DE,50.981945,12.506389,8,2019,3,11,2019,EasyJet,179.65,32.0,31.32,False
DTM,DE,51.514826,7.613139,3,2019,5,8,2019,RyanAir,364.51,51.0,34.15,False
LPA,ES,27.932398,-15.384626,9,2019,1,10,2019,RyanAir,369.31,51.0,32.45,False
SGD,DK,54.96444399999999,9.791731,11,2019,3,2,2020,RyanAir,1576.65,172.0,108.93,False
PED,CZ,50.013333,15.738610999999999,3,2019,3,6,2019,EuroWings,1565.65,171.0,127.99,False
NRD,DE,53.833332999999996,7.1666669999999995,2,2019,3,5,2019,EasyJet,1559.15,170.0,97.88,False
EIN,NL,51.457953,5.391795,2,2019,2,4,2019,EasyJet,371.28,52.0,31.52,False
ZDN,CZ,49.2,16.61,11,2019,5,4,2020,EasyJet,1753.86,190.0,107.67,False
GWW,DE,52.0,13.0,3,2019,1,4,2019,EuroWings,518.93,66.0,42.0,False
KUT,GE,42.176389,42.4825,1,2019,5,6,2019,RyanAir,1540.46,169.0,113.18,False
CHE,EE,59.447989,24.753279,11,2019,6,5,2020,RyanAir,1190.1,134.0,71.47,False
CRL,BE,50.459206,4.4538199999999994,11,2019,3,2,2020,EuroWings,1082.69,123.0,77.9,False
RCS,GB,51.35,0.5,5,2019,1,6,2019,RyanAir,140.16,29.0,23.99,False
XEX,FR,48.833333,2.65,11,2019,3,2,2020,EuroWings,1647.17,179.0,113.37,False
LHA,DE,48.369304,7.827674000000001,1,2019,3,4,2019,EasyJet,1593.57,174.0,100.18,False
PXO,PT,33.070023,-16.345014000000003,12,2019,3,3,2020,EasyJet,383.95,53.0,33.57,False
PDV,BG,42.3,24.716667,11,2019,6,5,2020,EasyJet,1639.58,178.0,71.2,True
ZGC,HR,45.803101,15.994173000000002,7,2019,3,10,2019,RyanAir,257.46,40.0,23.03,False
SIE,PT,37.944201,-8.809576,1,2019,6,7,2019,EuroWings,1231.57,138.0,86.98,False
SKE,NO,59.182778000000006,9.5625,6,2019,1,7,2019,EuroWings,264.8,41.0,40.7,False
LTT,FR,43.205651,6.483263,6,2019,6,12,2019,EasyJet,1079.32,122.0,100.56,False
LSO,FR,46.5,-1.7833330000000003,9,2019,5,2,2020,EuroWings,527.81,67.0,37.97,False
AJA,FR,41.919866999999996,8.794013,10,2019,2,12,2019,EuroWings,1344.12,149.0,153.52,False
HER,GR,35.33663,25.174193,3,2019,2,5,2019,EasyJet,1882.65,203.0,123.03,False
GQJ,GB,55.0,-5.0,1,2019,3,4,2019,EasyJet,1577.98,172.0,99.03,False
RYN,FR,45.616667,-1.016667,11,2019,1,12,2019,RyanAir,430.67,58.0,62.75,False
RHO,GR,36.401866,28.090677000000003,10,2019,1,11,2019,EasyJet,1736.42,188.0,203.38,False
AOT,IT,45.738611,7.3625,2,2019,1,3,2019,EuroWings,501.32,65.0,41.36,False
QYI,NL,52.226333000000004,5.181235,12,2019,3,3,2020,EuroWings,524.32,67.0,42.43,False
BRE,DE,53.052971,8.785352,2,2019,2,4,2019,EasyJet,556.28,70.0,42.42,False
VTB,BY,55.13008000000001,30.355059999999998,3,2019,1,4,2019,EuroWings,1550.24,170.0,108.18,False
ZRH,CH,47.450604,8.561746000000001,12,2019,1,1,2020,EasyJet,995.05,114.0,95.76,False
PFO,CY,34.711552000000005,32.489104,11,2019,6,5,2020,RyanAir,1350.87,150.0,80.0,False
LTQ,FR,50.514775,1.627071,3,2019,5,8,2019,RyanAir,807.39,95.0,63.62,False
BDS,IT,40.657995,17.939053,8,2019,7,3,2020,EasyJet,1067.18,121.0,60.5,False
IOR,IE,53.11666700000001,-9.75,2,2019,5,7,2019,EasyJet,487.02,63.0,42.19,False
OSY,NO,64.47273,11.570002,11,2019,4,3,2020,EasyJet,433.12,58.0,41.76,False
OUL,FI,64.93012,25.375425,2,2019,1,3,2019,EuroWings,752.42,90.0,57.27,False
RDZ,FR,44.410594,2.483866,12,2019,5,5,2020,EasyJet,1012.55,116.0,65.73,False
LTQ,FR,50.514775,1.627071,5,2019,1,6,2019,RyanAir,807.39,95.0,78.59,False
GRQ,NL,53.120278000000006,6.575556,5,2019,1,6,2019,EuroWings,1233.69,138.0,85.62,True
LID,NL,52.15,4.5,1,2019,4,5,2019,EasyJet,370.24,52.0,28.36,False
QQM,GB,-1.0,-1.0,3,2019,2,5,2019,EuroWings,1378.58,152.0,92.12,False
HDF,DE,53.878251,14.138242000000002,6,2019,5,11,2019,EuroWings,1322.91,147.0,128.74,False
RCS,GB,51.35,0.5,8,2019,1,9,2019,EasyJet,140.16,29.0,18.45,False
PIK,GB,55.50843199999999,-4.611286,12,2019,1,1,2020,RyanAir,1447.07,159.0,111.3,False
MGL,DE,51.22972,6.5109699999999995,6,2019,1,7,2019,EuroWings,29.98,17.0,14.06,False
CLF,GB,52.8,1.420935,5,2019,1,6,2019,EasyJet,828.68,97.0,80.25,False
SOJ,NO,69.783333,20.933332999999998,7,2019,4,11,2019,EuroWings,766.39,91.0,101.26,False
ESH,GB,50.833333,-0.3,6,2019,6,12,2019,EuroWings,330.11,48.0,39.56,False
KKY,IE,52.65,-7.25,12,2019,2,2,2020,EuroWings,749.22,89.0,59.33,False
NRL,GB,59.367491,-2.434444,8,2019,2,10,2019,RyanAir,446.24,59.0,35.76,False
HFN,IS,64.283333,-15.266667000000002,5,2019,3,8,2019,EasyJet,490.96,64.0,47.9,False
VDD,AT,48.2,16.366667,10,2019,1,11,2019,RyanAir,1288.17,143.0,154.7,False
IIA,IE,53.083332999999996,-9.533333,9,2019,6,3,2020,RyanAir,414.32,56.0,29.87,False
VOL,GR,39.220290999999996,22.792661,3,2019,2,5,2019,EuroWings,443.28,59.0,35.76,False
WIC,GB,58.45694399999999,-3.086667,6,2019,1,7,2019,EasyJet,207.73,35.0,28.95,False
EWY,GB,51.4,-1.333333,6,2019,1,7,2019,EasyJet,487.76,63.0,52.12,False
SZW,DE,53.430391,11.78091,12,2019,8,8,2020,EuroWings,1220.4,137.0,83.11,False
AHO,IT,40.630404999999996,8.295891000000001,2,2019,9,11,2019,RyanAir,813.54,96.0,64.29,False
NRD,DE,53.833332999999996,7.1666669999999995,6,2019,6,12,2019,EuroWings,1559.15,170.0,140.12,False
KZS,GR,36.14167,29.576376,12,2019,1,1,2020,EasyJet,1589.16,173.0,78.72,True
UIP,FR,47.974444,-4.170833,5,2019,6,11,2019,EasyJet,1315.79,146.0,120.34,False
MHG,DE,49.476577,8.521081,1,2019,1,2,2019,RyanAir,1535.25,168.0,106.91,False
FRL,IT,44.198570000000004,12.07076,9,2019,4,1,2020,EasyJet,579.68,72.0,43.2,False
LBY,FR,47.288136,-2.3467830000000003,10,2019,6,4,2020,RyanAir,754.14,90.0,48.0,False
ZTH,GR,37.753505,20.884711,12,2019,1,1,2020,RyanAir,1062.43,121.0,84.7,False
CRV,IT,38.996305,17.080778,11,2019,5,4,2020,EasyJet,510.38,66.0,37.4,False
SWI,GB,51.566666999999995,-1.7833330000000003,9,2019,2,11,2019,EasyJet,510.66,66.0,68.0,False
OLI,IS,65.0,-23.983333,5,2019,8,1,2020,EuroWings,704.4,85.0,39.67,False
HFT,NO,70.679989,23.675867,12,2019,4,4,2020,RyanAir,416.83,56.0,40.32,False
ZDN,CZ,49.2,16.61,11,2019,1,12,2019,EuroWings,1753.86,190.0,205.55,False
RRA,ES,36.75,-5.1666669999999995,7,2019,4,11,2019,EuroWings,1277.61,142.0,131.67,False
JSH,GR,35.216667,26.116667,11,2019,2,1,2020,EasyJet,1632.94,178.0,118.67,False
SJY,FI,62.692567000000004,22.826712,1,2019,4,5,2019,EasyJet,1415.49,156.0,85.09,False
GCI,GB,49.432756,-2.5950439999999997,5,2019,4,9,2019,EuroWings,1862.7,201.0,109.64,False
VLY,GB,53.250358999999996,-4.529017,3,2019,3,6,2019,EasyJet,940.31,109.0,81.58,False
SAK,IS,65.75,-19.65,8,2019,2,10,2019,RyanAir,1082.58,123.0,74.55,False
MST,NL,50.915619,5.768827,12,2019,4,4,2020,EuroWings,370.19,52.0,31.2,False
XEX,FR,48.833333,2.65,11,2019,2,1,2020,EuroWings,1647.17,179.0,119.33,False
OPO,PT,41.237774,-8.670272,6,2019,7,1,2020,RyanAir,886.18,103.0,51.5,False
CAT,PT,38.725556,-9.355278,11,2019,5,4,2020,EuroWings,760.35,91.0,51.57,False
WID,DE,49.5,9.5,10,2019,4,2,2020,EuroWings,1884.33,203.0,121.8,False
BAE,FR,44.387189,6.609135,7,2019,1,8,2019,EuroWings,329.61,47.0,38.88,False
KGS,GR,36.801002000000004,27.089478999999997,12,2019,2,2,2020,EuroWings,1476.35,162.0,108.0,False
GIB,GI,36.153763,-5.349271,5,2019,6,11,2019,RyanAir,1572.64,172.0,141.77,False
BOD,FR,44.83102,-0.70217,1,2019,2,3,2019,EuroWings,371.57,52.0,31.52,False
IIA,IE,53.083332999999996,-9.533333,2,2019,4,6,2019,EuroWings,414.32,56.0,39.71,False
GRY,IS,66.54799,-18.020378,4,2019,2,6,2019,EuroWings,1652.31,180.0,141.82,False
FLF,DE,54.772222,9.383333,12,2019,2,2,2020,EuroWings,1458.0,160.0,106.67,False
MEH,NO,71.033333,27.833333000000003,4,2019,2,6,2019,RyanAir,274.84,42.0,39.71,False
SZG,AT,47.791226,12.997330999999999,8,2019,3,11,2019,RyanAir,1819.6,196.0,191.84,False
AOK,GR,35.420683000000004,27.146728000000003,12,2019,1,1,2020,EasyJet,1349.49,149.0,104.3,False
BOJ,BG,42.56745,27.515544000000002,4,2019,1,5,2019,EasyJet,1631.51,178.0,113.27,False
OZI,ES,37.6625,-24.9,9,2019,3,12,2019,EuroWings,607.7,75.0,73.41,False
GNA,BY,53.605799,24.053906,9,2019,1,10,2019,EuroWings,1201.54,135.0,85.91,False
GNA,BY,53.605799,24.053906,5,2019,1,6,2019,EasyJet,1201.54,135.0,111.68,False
OUL,FI,64.93012,25.375425,10,2019,1,11,2019,EasyJet,752.42,90.0,97.36,False
OUK,GB,60.425143000000006,-0.751374,10,2019,1,11,2019,RyanAir,1573.13,172.0,186.07,False
DLE,FR,47.038253999999995,5.428719,10,2019,3,1,2020,RyanAir,1138.27,128.0,81.07,False
AJA,FR,41.919866999999996,8.794013,3,2019,2,5,2019,RyanAir,1344.12,149.0,90.3,False
URE,EE,58.229938,22.509542,5,2019,9,2,2020,EasyJet,349.35,49.0,21.23,False
MOL,NO,62.745714,7.261039,12,2019,2,2,2020,EuroWings,754.74,90.0,72.0,False
OZU,ES,37.6,-4.633333,3,2019,3,6,2019,EasyJet,992.09,114.0,85.33,False
DOL,FR,49.362778000000006,0.164167,7,2019,3,10,2019,EasyJet,1160.06,131.0,75.42,False
BBP,GB,50.683333000000005,-1.083333,6,2019,4,10,2019,RyanAir,694.36,84.0,45.82,False
JNX,GR,37.1,25.383333,1,2019,2,3,2019,EuroWings,966.12,111.0,67.27,False
VAC,DE,52.916667000000004,8.05,12,2019,1,1,2020,RyanAir,769.79,91.0,63.7,False
HOV,NO,62.179787,6.078802,6,2019,7,1,2020,RyanAir,1028.67,117.0,70.2,False
RMI,IT,44.022952000000004,12.619594000000001,3,2019,4,7,2019,EasyJet,566.46,71.0,50.35,False
KEF,IS,63.997765,-22.624283,3,2019,1,4,2019,RyanAir,610.93,76.0,48.36,False
KYN,GB,52.034277,-0.774107,5,2019,1,6,2019,RyanAir,493.76,64.0,52.95,False
CLF,GB,52.8,1.420935,11,2019,1,12,2019,EasyJet,828.68,97.0,104.94,False
TRN,IT,45.191455,7.643049,2,2019,1,3,2019,EasyJet,371.48,52.0,33.09,False
SZG,AT,47.791226,12.997330999999999,5,2019,5,10,2019,EasyJet,1819.6,196.0,100.97,False
UTL,ES,36.622574,-4.4989930000000005,9,2019,1,10,2019,RyanAir,1489.03,163.0,103.73,False
LGG,BE,50.643334,5.4601489999999995,11,2019,2,1,2020,RyanAir,613.09,76.0,50.67,False
BIO,ES,43.305535,-2.9058080000000004,3,2019,3,6,2019,EuroWings,1848.29,199.0,148.95,False
PGF,FR,42.741018,2.868183,12,2019,1,1,2020,RyanAir,1750.46,190.0,133.0,False
MHP,BY,53.864473,27.539686,9,2019,3,12,2019,EuroWings,1026.7,117.0,114.52,False
BOR,FR,47.655556,7.011667,5,2019,5,10,2019,EasyJet,1664.47,181.0,93.24,False
BGZ,PT,41.55,-8.433333,1,2019,3,4,2019,EuroWings,1117.68,126.0,72.55,False
TER,PT,38.754075,-27.08757,3,2019,1,4,2019,RyanAir,654.34,80.0,50.91,False
CCF,FR,43.215476,2.308594,6,2019,2,8,2019,RyanAir,1553.73,170.0,133.94,False
KOQ,DE,51.716667,11.95,10,2019,3,1,2020,EuroWings,369.79,51.0,32.3,False
OSI,HR,45.465883000000005,18.807212,12,2019,3,3,2020,EasyJet,363.16,51.0,32.3,False
QYW,FR,43.538889000000005,7.044444,6,2019,5,11,2019,EuroWings,915.48,106.0,92.83,False
WIE,DE,50.04957,8.324533,5,2019,2,7,2019,RyanAir,1201.86,135.0,106.36,False
GAT,FR,44.55,6.0833330000000005,7,2019,1,8,2019,EasyJet,298.17,44.0,36.4,False
LPH,GB,56.05,-5.433333,9,2019,7,4,2020,EuroWings,965.35,111.0,55.5,False
CAL,GB,55.436389,-5.686667,3,2019,3,6,2019,EuroWings,1305.64,145.0,54.27,True
TRF,NO,59.178087,10.251807000000001,5,2019,3,8,2019,RyanAir,379.26,52.0,46.71,False
STN,GB,51.889267,0.262703,11,2019,1,12,2019,RyanAir,450.13,60.0,64.91,False
OSL,NO,60.194192,11.100411,12,2019,2,2,2020,RyanAir,1205.49,135.0,108.0,False
FAB,GB,51.278754,-0.7706069999999999,8,2019,2,10,2019,EasyJet,357.31,50.0,30.3,False
NOR,IS,65.131883,-13.746385,8,2019,1,9,2019,EasyJet,646.4,79.0,50.27,False
CTA,IT,37.470663,15.065876999999999,10,2019,1,11,2019,EuroWings,1379.31,152.0,164.44,False
LEI,ES,36.847984000000004,-2.371873,4,2019,1,5,2019,EasyJet,1782.05,193.0,122.82,False
SZD,GB,53.399443999999995,-1.389722,2,2019,1,3,2019,RyanAir,977.18,112.0,71.27,False
OSY,NO,64.47273,11.570002,10,2019,1,11,2019,EasyJet,433.12,58.0,75.29,False
ESH,GB,50.833333,-0.3,1,2019,3,4,2019,EuroWings,330.11,48.0,27.64,False
